class,class_encoded,conversation
일반 대화,4,야 이번 추석에 할머니 집 가나? 난 군대 안 가고 엄마랑 아빠만 갈 듯 ㅜㅜ 니는? 난 이번에 추석은 당일 말고 전날 다녀 올라고 오호 추석이라서 오랜만에 사촌들 다 보겠네? 응응 군대 간 사촌 동생도 휴가 나온다 길래 맛있는 거 사 줄라고 오 진짜? 근데 명절에 군대는 보통 뭐하지? 훈련 없어서 그런지 하루 종일 쉰다던 거 같던데? 군대야! 솔직히 명절에는 좀 쉬게 해줘라! 그니깐 키키? 그럼 뭐 치킨 이런 거도 사줄라나 우리 둘 다 군대 안 가봐서 모르겠네... 알 방법이 딱히 없네 키키 사촌 동생 만나면 니가 한번만 더 물어봐 줘.. ㅇㅋ 만나면 니 용돈도 좀 쥐어줘야겠다 내 돈 줄게 ~ 니는 사촌 동생 동생이랑 엄청 친하나 보네? 키키 신기하노 어렸을 때 비슷한 동네 살았어 가지구 친한 편이지? 그러면 어릴 때부터 친했겠넴 하하 ㄹㅇ 신기함 그치만 하하. 빨리 추석 왔으면 좋겠다 ~! 애들 보고 싶어
일반 대화,4,"야 요새 좀 재밌는 일 없냐? 나도 아까 속눈썹 펌하러 갔을 때, 그래서 거기 이모랑 입시 상담함 갑자기요? 키키 뭐 어떤 입시 상담 상담? 아들이 지금 고3이래. 그래서 어떤 과를 어떻게 가야 할지 혼자 고민이 많은 것 같다면서 그랬음 친화력을 보소 키키 그래서 뭐 어떤 그런 걸 이야기해 드렸어 아들도 문과라는 거야. 나 또 문과잖냐 그래서 문과의 입장에서 그렇게 말씀드렸지. 문과 문이 좁긴 하니까... 그래서 이모가 뭐래 실제 대학생 경험한 사람들이 주변에 없어서 아쉬웠는데 이야기하고 해서 맘이 좀 낫다고 하시더라구 고3이랑 고3의 부모님들이 진짜 1년 동안 다 같이 학교 와서 고생하지 ㅜㅜ 그러니까... 나도 그때 어떻게 1년이 지나갔는지 기억이 안 나 나 참 그땐 공부 못하면 큰일 나는 줄 알았지. 맞아 난 또 회사 들어가면서 모든 게 해결되는 줄 알았다 ㅇㅈㅇ 키키 그래서 그땐 고3은 어떻게 한대? 인 서울 해서 낮은 과를 갈지, 부산에서 장학금 받고 좋은 과 갈지 고민 많이 중이래 공부 꽤나 하는 애였나 해 보네? 응응 그래서 난 오히려 고민 많이 하는 거 같더라구 ~ 알아서 잘 할 거 같더라!"
일반 대화,4,다음 달에는 뭐 재밌는 그런 거 하고 놀지 ~? 난 다음 한 달에 동생이랑 호캉스를 갈라고 ~ 니 여동생? 이제 걔가 몇십 살이지? 벌써 24살임 ; 시간 진짜 빠르지 대박이다... 시간 진짜 빠르네 취업도 했다고 뭐 했었제? 응응 응 그래서 이제 서로 돈 벌고 하니까 호캉스 갈려고 하하 오 ~ 맞아 키키 그런 건 꼭 여자랑 같이 가야만 돼 왜? 이성이랑 가도 재밌잖아! 뭐 때문에? 왜냐면 사진을 잘 찍어주거든 키키 그리고 애프터눈이나 티 같은 그런 그런 거 좋아하는 남자들 잘 없더라... 아예 없지 않냐? 키키 왜 이런 그런 걸 이 돈 주고 먹냐고 그러던데 그렇게 생각할 수도 있겠다. 키키 그래서 어디로 호캉스를 갈라고? 해운대나 광안리가 1순위고 안 되면 영도 쪽도 알아볼려고 재밌겠다 ~ 배달 음식 시켜서 전망 보면서 와인 마시는 거? 그런 그런 거도 재밌을 듯 응 그리고 배스밤 사서 넷플릭스 보면서 와인도 마실려고 크 ~ 담달에 재밌는 게 있어서 열심히 살 맛 나겠다 그러니깐 하하 너무 기대된당 담에 우리도 같이 가자!
일반 대화,4,야 니 이번 주 사촌 언니 결혼식이랬지? 어어 뭐 입고 가지? 진짜 큰일이네... 그냥 그냥 무난하게 원피스나 셔츠에 슬랙스 입고 가면 되지 않음? 난 그래도 멋 좀 내고 싶단 말야? 하하 거기 잘생긴 사람 오면 어떡해 키키 이미 뭐 다른 예쁜 데는 관심이 가있네? 키키 축하나 해주러 가라고 키키 근데 니라도 그럴 거잖아 솔직히 말해봐 봐. 당연하지 ^ ^ 키키 언니는 뭐 연애 결혼을 하신 거? 응응 대학생 때 만난 오빤데 쭉 ~ 연애하고 결혼까지 골인 ㅜㅜ 멋지다... CC였던 거네? 그럼 대학 생활부터 직장 생활까지 다 같이 한 거구나 응응 완전 로맨틱함 ㅜㅜ 그런 사람 나도 만날 수 있을까? 아마도.... 언젠가는? 이미 태어나기는 태어났겠지?. 키키 모르겠다 언니 말로는 ‘ 이 잘생긴 사람이랑 결혼하겠다 ’ 는 생각이 들었대 진짜 그런 게 있긴 해야 한가 보구나.... 같이 있으면 더 즐겁고 그런 느낌이겠지? 그렇겠지 말 안 해도 알고. 이런 느낌? 부럽당 니도. 간만에 친척들 만나고 맛있는 밥도 먹겠네! 잘 갔다 와 ~ 그랭 나 옷 고르면 보여줄 테니까 어울리는지 봐줘
일반 대화,4,내 친구 햄스터 키우는데 자는 모습 찍어줬거든 봐봐 와 진짜 졸귀네? ㅜㅜ 쥐 별로 안들 좋아하는데 햄스터는 귀여워... 내 말이 ㅜㅜ 어렸을 때 방가방가 햄토리? 아냐? 야 완전 알지 그 대장이 햄토리랑 빨간 리본하고 같이 서 있는 인기 폭팔 여자 햄스터도 암 와 진짜 핵심을 정확히 짚었네 키키 요새는 집에 있는 시간 많아져서 그런지 집 주변에 특이한 애완동물 키우는 귀여운 애들 있더라고 특이한 애완동물이면 뭐라고들 말하는 거지? 이구아나 키우는 애도 있고 돌 키우는 애도 처음 봤어 돌도 반려동물에 포함이가?? 키키 니 애완 돌...? 이라고 하면 될라나 맞나...? 진짜 신기하네 키키 닌 어렸을 때 뭐 키워봤어 난 물고기 정도? 혹시 구피라고 아냐 구피가? 뭐지... 난생 처음 첨 들어보는데? 보면 알 걸? 가정집에서 꽤나 돈 많이 키웠던 건 걸로 알거든 물고기는 생각보다 신경 쓸 일 적어서 부담은 적었겠다 그치 하하 니도 관심 있으면 구피 키워봐!
일반 대화,4,나 이번에 런던 올림픽 보고 완전 진짜 여자 배구에 빠졌어 그치 진짜 재밌어... 그리고 언니들 짱 멋있음 ㅜㅜ 인정... 키도 둘 다 크고 기술도 멋져 나 고딩 때 일본 만화가 하이큐 아냐? 그거 완전 좋아했었는디.. ㅜ 하이큐? 그건 또 첨 들어보네 뭐 어떤 건데? 일본 고딩 배구 팀 만화거든? 나는 오타쿠 아닌데 존잼쓰 임 오 키키가 그거 약간 의심스러운데? 키키 어디서 보는데 지금 넷플에 있는 거랑 같더라? 니도 한번 바바 ㅇㅋㅇㅋ 남는 게 시간이니 그 정도는 좀 쌉가능이지 일본이 또 배구로 유명해서 그런 거 만들었나 바 근데 그림체 별로 내 스타일은 아니네? 키키 나도 첨에 그래서 별로였거든? 보다 보면서 얘들아 파이팅!! 이러고 있음 오 키키 개웃겨 나 추석에 시간 많으니까 그때 정주행 해볼게 ㅇㅋ 그거 순식간에 거의 다 다 다 해 본다에 한 표! 약간 과자랑 맥주 마시면서 보면 잼쓸 거 같애 키키 딱이다 나도 생각난 김에 다시 정주행 해야지 하하
일반 대화,4,요즘 유투브에 볼 게 없다... 맨날 똑같은 그런 것만 보네 난 요즘 배그 게임 영상을 엄청 많이 보는데 존잼 ; 배그? 그게 뭐냐? 이름이 배그임? 배틀 배틀 그라운드 줄임말인데 니 한 번쯤 봤을걸? 나 첨 들어보는데? 배틀 그라운드.... 약간 막 싸우는 게임인 거 같은데? 정답 뭐 게임 배경도 다 알고는 있긴 한데 막 이기면 치킨이닭!! 하는 거임? 아 그거. 나도 인스타에서 많이 본 거 같음! 응응 그거. 난 플레이는 못하는데 남이 하는 거 영상으로 보면 존잼임 ㅜ 근데 게임 잘하는 사람들이 하는 거 봐서 재밌는 거 아님? 약간 대리 만족도 있는 듯 하하 괜히 뒤에서 훈수도 둔다? 키키 현실은 게임 1도 못하는 초보 ㅜㅜ 내 말이 키키 그거 어플로도 하고 있어서 폰으로도 할 수는 있음 오 진심? 폰으로는 그 복잡한 조작을 다 어떻게 하는 거지? 나도 한번 해봤는데. 첨에는 불편한데 적응되니까 할 만하더라고? 닌 진짜 게임에 있어서는 좀 개방적이다 응응 난 새로 나오면 다 해봄 물론 폰 게임에 한정 하하
일반 대화,4,나는 당일치기로 어디라도 경주 좀 다녀올까? 갑자기? 왜? 혹시 뭐 고민거리 있음?? 그냥 매일 카페 가고 밥 먹고의 반복에 지쳤달까.... 아 그렇긴 해 뭐 코로나 때문에 다양한 거 하지도 못하니까... 응응 ㅜㅜ 나가서 뭐라도 좀 하고 싶다! 기차 여행이나 버스를 타고 가는 여행이라도... 혹시 경주 어떻냐 당일치기로 딱인디? 오 경주가 좋지. 또 그런 곳 가을에 가야 존예임 인정 단풍 단풍 길에서 인생샷 백 장 건지기 가능 경주 좀 괜찮네? 바로 버스 타고 표 알아볼까 얼마 안 할걸?? 나는 저번에 경주 갈 때 7천 원인가...? 낸 거 다 같은데 한 만원도 안 하네? 와 근데 그 정도면 요즘 커피 한 잔 값이니까 충분히 가능한데 응응 당연하지 한 두 번씩 그런 그런 곳에서 머리도 식히는 것도 좋은 듯 인정 많이 추워지기 전에 다녀와야겠다 트렌치 코트를 입고 후다닥 다녀와야 존예 일 듯! 아 맞네 자칫하다간 타이밍 놓치겠구만! 키키 한눈 팔면 바로 롱패딩의 계절이 오고 만다고!
일반 대화,4,여름이 가긴 갔나 봐 낮에도 별로 안 덥네 ㅜㅜ 그래도 일교차가 너무 크다... 감기 조심하셈 ㅜㅜ 어어 니도 그래서 나 가디건 항상 챙겨 다니는 중 나도 그때 호기롭게 반팔로 운동 갔다가 추워서 깜짝 깜짝 놀랬음... 그러다가 기침 좀 안 하다가 감기 걸린다? 이 시국에 기침 하면 진짜 의심 받기 딱 아니냐 키키 그니까 ~ ~ 빨리 단풍 보고 싶다 ~ ~ 난 빨리 피크닉 가고 싶어! 도시락 싸서 ㅜㅜ 그것도 너무 좋지 하하 날씨가 좋으면 할 수 있는 게 많아지니깐. 난 자전거도 타고 싶고 빨리 맨투맨 입고 싶어 아무래도 옷이 길어지면 몸이 많이 가려져서 그것도 좋긴 해 키키 인정 좀 더 덜하면 부담스럽지? 하하 그건 참 좋아 이번에 맨투맨 이쁜 거 새로 나온 거 있으면 하나 더 사야겠당 맨투맨이랑 후드티가 진짜 잘 입어지잖아 완전 너무 편해서 난 이 슬랙스에 맨투맨 같이 입는 거 너무 좋아 나도 ~ 생각난 김에 쇼핑이나 해야겠다 하하
일반 대화,4,요즘에 우리나라에 왜 이렇게 무섭고 이상한 일이 많이 일어나냐? 요즘 세상이 이렇게 너무 흉흉하지 않냐? 강력 범죄가 넘 많음? 응응 무서워서 밤에도 잘 못 다니겠어 맨날 뉴스 키면 어두운 소식밖에 없어서 뉴스 잘 안 보게 되더라고 얼마 년 전에도 살인 미수 미수 사건이고 성폭행 사건이고 … 이게 맞는 거냐? 점점 터지는 사건들이 너무 정도가 심해짐 한동안 별거 없다가. 요새는 왜 이렇게 이렇게 난리인지... 음주운전 관련된 거도 넘 많고... 술 먹으면 운전 못하게 장치를 해야 돼 대만인가? 음주 운전 운전해서 걸리면 아예 그런 사람들은 번호판을 다르게 설치한대 그럼 약간 쪽팔리기도 하면서 주변 사람들이 손가락질하는 걸 좀 노린 건가? 응응 그런 듯? 우리 너무 음주운전에 관대하지 않냐? 벌금만 내면 끝이니까 ㅜ 면허 정지돼도 다시 따고. 이러면 반복이다 진짜로 ㅡㅡ 음주 운전자들은 잠재적 살인마야 좀 심각성을 모르나 봐... 후 진짜 갑자기 열을 받네 갑자기 열 받을 때 만하지 ㅡㅡ 대리비가 그렇게 많이 아까우면 술을 많이 먹지. 말든지 인정 아니면 택시 타고 가면 되잖아 어휴
일반 대화,4,"야 나도 과제로 해외의 재밌는 이슈? 발표해야 하는데 혹시 재밌는 거 그거 아냐? 나도 싱가포르 교환학생으로 갔을 때 때 가장 충격을 먹었던 거잖아 이런 거 알려줘? 응응 뭐 있었어 알려주면 진짜 감사 ㅜㅜ 일단은 거기 벌금이 개빡세 바닥에 침 뱉으면 벌금 몇 십만 원 이렇게 벌금 매김 와씨 키키가 규칙과 규율의 나라라는 건 알았는데 역시 빡세군. 그거 말고 뭐 담배도 한국의 약 3 ~ 4배 가격이고 술도 몇 시 이후론 판매도 잘 안 해 와? 근데 다양성의 나라인데 굳이 그렇게 하는 이유가 있대? 이건 싱가포르 친구한테 들은 이야긴데 카더라로 들어줘 ㅇㅋㅇㅋ 그럼 발표에서도 이런 썰이 있습니다 ~ ~ 라고 할게 다양한 인종이 섞이다 보니까 그들을 통제 할려고 강한 규율을 도입한 거래 와 근데 진짜 진짜 그럴듯하다. 오히려 문화도 다르고 하면 갈등이 많을 테니까? 응응 그게 핵심인 듯? 근데 그거 듣고 나도 아하! 했음? 진짜 신기하다... 거긴 그럼 이슬람, 불교, 기독교 이런 거도 다 섞여있지? 응응 진짜로 어디는 아랍 문화권으로 도배 된 그런 곳도 있음? 근데 진짜 아시아의 미국이네? 키키 나도 그 담에 싱가포르 가보고 싶다! 갈 거면 말만 해 내가 추천 다 해줄게 하하"
일반 대화,4,"야 나 바뀐 거 없냐? 내 얼굴에?. 음... 뭘까 다른 날보다 속눈썹이 더 많이 빡 올라가 있다 정도? 키키 오 이거 진짜 정확했어 나 속눈썹 펌 했거든 안 해 그래도 좀 더 풍성하고 컬이 이쁘더라! 잘됐는데? 그래도 돈 좀 쓴 보람이 있군! 이거 하니까 아침에 편하더라고? 근데 뷰러 안 해도 되겠네?? 근데 그거 속눈썹이 빠지진 않아? 근데 속눈썹 연장이 빠지고, 이건 내 속눈썹으로 하는 거라 빠지진 않아 아하 그거 얼마나 지속되는 거야? 한 달 한 달에서 두 달? 사람마다 차이 있대 난 속눈썹 힘도 없고 숱도 적은데 오래 갈려나? 나도 그런 편이거든? 그러면 한 두 달 정도로 생각하면 될 듯? 근데 역시 펌 하니까 더 눈이 또렷해 보인다 그치 눈 감고 화장 다하면 뿌듯하고 이뻐서 좋아 나도 해볼까? 얼마 주고 했냐? 솔깃한데 여기 예약제인데? 바로 연락처 줄 테니까 예약 잡아봐 봐 그래야겠다. 처음 하는 속눈썹 펌 좀 설레네 하하"
일반 대화,4,니 혹시 비타민 살 생각 있나? 멀티 비타민? 나 생일에 선물로 영양제 많이 안 받아서 필요 없음 오 나이 들어서 그런 거 받은 거임? 그런가? 봄... 나 이렇게 멀티 비타민 영양제를 많이 받은 거 첨이야 키키 근데 이제 우리도 꾸준히 관리해야 한다.... 나는 어디서 봤는데 여자는 30살 이전에 만들어진 근육 근육으로 평생을 살아 간다던가? 그렇대 아 진심? 그럼 나 지금부터 운동하고 관리해야겠는데? 나 그래서 PT도 시작하고 영양제도 꼬박꼬박 챙겨 먹잖냐... 건강이 최고지. 아프면 암 것도 못함... 회사 다니면 아픈 거도 내 연차 쓰고 좀 쉬어야 하는 그런 게 젤 서럽거든 인정 ; 니가 혹시 받은 비타민 영양제 중에 젤 좋았던 거 있음? 지금 먹고만 있는 건 블랙모어스 건데 알이가 좀 커서 삼키기 힘들더라 난 알 크기 상관 없음 그거 근데 좋은 거 같나? 사실 엄청난 차이는 잘 모르겠고 먹어야 할 그런 것도 같아서 먹는 거임 키키 그럼 그걸로 시작해볼까 나도 먹어야 할 듯 응응 도전해 보셈? 이게 은근 유명한 거 같던데?
일반 대화,4,쿠팡 프레시 써봤나? 진짜 편해... 그거 진짜 아침에 문 앞에 배달돼있나? 응응 포장도 진짜 엄청 잘 잘 돼 있어서 너무 좋음 계란 이런 거도 있던데 진짜 안 깨지고 잘 와? 응응 난 진짜 한 번도 깨져서 잘 온 적 없어 키키 그럼 가격은 어때 다른 어떤 마트 그런 데랑 비교하면 많이 비싸나? 엄청 많이 비싼 건 아닌데 아무래도 대형마트나 시장보단 비싸지? 그래도 배달이 되니까 그냥 그냥 그 정도 편리함에 시키는 거구나 응응 그리고 진짜 생각보다 물건도 다양하고 싱싱함 오... 닌 그래도 집에서 요리를 많이 해 먹으니까 그게 딱이겠다 맞아 양파 같은 건 진짜 똑 떨어지면 밥 해 먹기가 좀 그렇거든 그럼 자기 전에 시켜 놓고 자고 아침에 넣어 놓고 출근하는 거? 아 응응 보통 그렇지? 전날에 담날 저녁 메뉴 정하고 시켜 놓음 와 대단하다 근데 이렇게 인터넷에서 채소나 샐러드 같은 거 시킬 줄 누가 알았겠냐 그러니까 키키 코로나 되고 이런 게 더 활성화된다는 듯 인정 나도 쿠팡 프레시로 하나 시켜서 내일 우리 집 밥이나 해 먹어볼까?
